period;power;traded power;price;market price;simulation_id;agent_id
4;3.0;3.0;42.0;44.16;1;39
5;3.0;3.0;42.0;44.16;1;39
6;3.0;3.0;46.0;49.26;1;39
7;0.1;0.1;50.57;52.0;1;39
8;3.0;3.0;53.0;54.13;1;39
9;230.0;230.0;55.0;58.31;1;39
10;55.0;55.0;56.0;59.28;1;39
11;299.0;299.0;60.09;65.0;1;39
12;3.0;3.0;60.0;62.2;1;39
13;45.0;45.0;60.13;65.1;1;39
14;299.0;299.0;60.09;65.0;1;39
15;45.0;45.0;55.13;59.1;1;39
16;160.0;160.0;58.64;60.09;1;39
17;3.0;3.0;55.0;58.5;1;39
18;3.0;3.0;55.0;58.2;1;39
19;323.0;323.0;53.54;55.03;1;39
20;340.0;340.0;53.54;55.03;1;39
21;3.0;3.0;55.0;56.07;1;39
22;160.0;160.0;58.64;60.09;1;39
23;20.0;20.0;60.0;63.51;1;39
24;230.0;230.0;55.0;58.64;1;39
1;10.0;10.0;51.0;53.13;1;40
2;3.0;3.0;48.0;50.13;1;40
3;3.0;3.0;46.0;49.26;1;40
4;3.0;3.0;42.0;44.16;1;40
5;3.0;3.0;42.0;44.16;1;40
6;3.0;3.0;46.0;49.26;1;40
7;160.0;160.0;50.13;52.0;1;40
8;10.0;10.0;52.53;54.13;1;40
9;10.0;10.0;55.0;58.31;1;40
10;40.0;40.0;55.32;59.28;1;40
11;0.1;0.1;60.07;65.0;1;40
12;3.0;3.0;60.0;62.2;1;40
13;299.0;299.0;60.09;65.1;1;40
14;0.1;0.1;60.07;65.0;1;40
15;177.9;177.9;55.03;59.1;1;40
16;20.0;20.0;58.5;60.09;1;40
17;3.0;3.0;55.0;58.5;1;40
18;3.0;3.0;55.0;58.2;1;40
19;138.0;138.0;53.54;55.03;1;40
20;340.0;340.0;53.54;55.03;1;40
21;3.0;3.0;55.0;56.07;1;40
22;20.0;20.0;58.5;60.09;1;40
23;10.0;10.0;60.0;63.51;1;40
24;25.0;25.0;55.0;58.64;1;40
1;10.0;10.0;51.0;53.13;1;41
2;3.0;3.0;48.0;50.13;1;41
3;3.0;3.0;46.0;49.26;1;41
4;3.0;3.0;42.0;44.16;1;41
5;3.0;3.0;42.0;44.16;1;41
6;3.0;3.0;46.0;49.26;1;41
7;10.4;10.4;50.0;52.0;1;41
8;10.0;10.0;52.32;54.13;1;41
9;3.0;3.0;55.0;58.31;1;41
10;45.0;45.0;55.13;59.28;1;41
11;20.0;20.0;60.0;65.0;1;41
12;3.0;3.0;60.0;62.2;1;41
13;0.1;0.1;60.07;65.1;1;41
14;20.0;20.0;60.0;65.0;1;41
15;230.0;230.0;55.0;59.1;1;41
16;62.7;62.7;58.31;60.09;1;41
17;3.0;3.0;55.0;58.5;1;41
18;71.0;71.0;54.56;58.2;1;41
19;10.0;10.0;53.32;55.03;1;41
20;323.0;323.0;53.54;55.03;1;41
21;71.0;71.0;54.56;56.07;1;41
22;62.7;62.7;58.31;60.09;1;41
23;10.0;10.0;60.0;63.51;1;41
24;3.0;3.0;55.0;58.64;1;41
1;3.0;3.0;51.0;53.13;1;42
2;4.0;4.0;46.9;50.13;1;42
3;0.1;0.1;45.57;49.26;1;42
4;17.0;17.0;41.66;44.16;1;42
5;17.0;17.0;41.66;44.16;1;42
6;0.1;0.1;45.57;49.26;1;42
7;20.0;20.0;49.9;52.0;1;42
8;0.1;0.1;52.07;54.13;1;42
9;3.0;3.0;55.0;58.31;1;42
10;177.9;177.9;55.03;59.28;1;42
11;10.0;10.0;60.0;65.0;1;42
12;3.0;3.0;60.0;62.2;1;42
13;20.0;20.0;60.0;65.1;1;42
14;10.0;10.0;60.0;65.0;1;42
15;3.0;3.0;55.0;59.1;1;42
16;50.0;50.0;58.2;60.09;1;42
17;3.0;3.0;55.0;58.5;1;42
18;18.0;18.0;54.32;58.2;1;42
19;10.0;10.0;53.32;55.03;1;42
20;138.0;138.0;53.54;55.03;1;42
21;35.0;35.0;54.32;56.07;1;42
22;50.0;50.0;58.2;60.09;1;42
23;3.0;3.0;60.0;63.51;1;42
24;3.0;3.0;55.0;58.64;1;42
1;10.0;10.0;50.68;53.13;1;43
2;3.0;3.0;46.0;50.13;1;43
3;78.0;78.0;44.16;49.26;1;43
4;17.0;17.0;41.12;44.16;1;43
5;17.0;17.0;41.12;44.16;1;43
6;78.0;78.0;44.16;49.26;1;43
7;351.0;351.0;49.72;52.0;1;43
8;80.0;80.0;51.93;54.13;1;43
9;3.0;3.0;55.0;58.31;1;43
10;230.0;230.0;55.0;59.28;1;43
11;10.0;10.0;60.0;65.0;1;43
12;3.0;3.0;60.0;62.2;1;43
13;10.0;10.0;60.0;65.1;1;43
14;10.0;10.0;60.0;65.0;1;43
15;3.0;3.0;55.0;59.1;1;43
16;20.0;20.0;58.0;60.09;1;43
17;3.0;3.0;55.0;58.5;1;43
18;10.0;10.0;54.22;58.2;1;43
19;82.2;82.2;53.02;55.03;1;43
20;10.0;10.0;53.32;55.03;1;43
21;10.0;10.0;54.22;56.07;1;43
22;20.0;20.0;58.0;60.09;1;43
23;3.0;3.0;60.0;63.51;1;43
24;3.0;3.0;55.0;58.64;1;43
1;77.0;77.0;50.6;53.13;1;44
2;3.0;3.0;46.0;50.13;1;44
3;17.0;17.0;43.79;49.26;1;44
4;17.0;17.0;40.59;44.16;1;44
5;17.0;17.0;40.59;44.16;1;44
6;17.0;17.0;43.79;49.26;1;44
7;351.0;351.0;49.72;52.0;1;44
8;80.0;80.0;51.89;54.13;1;44
9;3.0;3.0;55.0;58.31;1;44
10;75.0;75.0;55.0;59.28;1;44
11;3.0;3.0;60.0;65.0;1;44
12;20.0;20.0;59.5;62.2;1;44
13;10.0;10.0;60.0;65.1;1;44
14;3.0;3.0;60.0;65.0;1;44
15;3.0;3.0;55.0;59.1;1;44
16;150.4;150.4;57.88;60.09;1;44
17;71.0;71.0;54.56;58.5;1;44
18;40.0;40.0;53.7;58.2;1;44
19;10.0;10.0;53.0;55.03;1;44
20;10.0;10.0;53.32;55.03;1;44
21;40.0;40.0;53.7;56.07;1;44
22;150.4;150.4;57.88;60.09;1;44
23;3.0;3.0;60.0;63.51;1;44
24;3.0;3.0;55.0;58.64;1;44
1;0.1;0.1;50.57;53.13;1;45
2;3.0;3.0;46.0;50.13;1;45
3;0.1;0.1;43.57;49.26;1;45
4;177.9;177.9;40.53;44.16;1;45
5;177.9;177.9;40.53;44.16;1;45
6;0.1;0.1;43.57;49.26;1;45
7;25.0;25.0;49.5;52.0;1;45
8;40.0;40.0;51.7;54.13;1;45
9;3.0;3.0;55.0;58.31;1;45
10;10.0;10.0;55.0;59.28;1;45
11;3.0;3.0;60.0;65.0;1;45
12;62.7;62.7;59.28;62.2;1;45
13;3.0;3.0;60.0;65.1;1;45
14;3.0;3.0;60.0;65.0;1;45
15;3.0;3.0;55.0;59.1;1;45
16;50.0;50.0;57.58;60.09;1;45
17;35.0;35.0;54.32;58.5;1;45
18;20.0;20.0;53.69;58.2;1;45
19;10.0;10.0;53.0;55.03;1;45
20;82.2;82.2;53.02;55.03;1;45
21;20.0;20.0;53.69;56.07;1;45
22;50.0;50.0;57.58;60.09;1;45
23;3.0;3.0;60.0;63.51;1;45
24;3.0;3.0;55.0;58.64;1;45
1;10.0;10.0;50.52;53.13;1;46
2;3.0;3.0;46.0;50.13;1;46
3;17.0;17.0;43.25;49.26;1;46
4;62.6;62.6;40.4;44.16;1;46
5;62.6;62.6;40.4;44.16;1;46
6;17.0;17.0;43.25;49.26;1;46
7;30.0;30.0;49.26;52.0;1;46
8;10.0;10.0;51.42;54.13;1;46
9;30.0;30.0;54.67;58.31;1;46
10;3.0;3.0;55.0;59.28;1;46
11;3.0;3.0;60.0;65.0;1;46
12;50.0;50.0;59.1;62.2;1;46
13;3.0;3.0;60.0;65.1;1;46
14;3.0;3.0;60.0;65.0;1;46
15;3.0;3.0;55.0;59.1;1;46
16;14.0;14.0;57.32;60.09;1;46
17;10.0;10.0;54.22;58.5;1;46
18;340.0;340.0;53.54;58.2;1;46
19;3.0;3.0;53.0;55.03;1;46
20;10.0;10.0;53.0;55.03;1;46
21;340.0;340.0;53.54;56.07;1;46
22;22.0;22.0;57.32;60.09;1;46
23;3.0;3.0;60.0;63.51;1;46
24;71.0;71.0;54.56;58.64;1;46
1;160.0;160.0;50.13;53.13;1;47
2;3.0;3.0;46.0;50.13;1;47
3;10.0;10.0;43.0;49.26;1;47
4;177.9;177.9;40.29;44.16;1;47
5;177.9;177.9;40.29;44.16;1;47
6;10.0;10.0;43.0;49.26;1;47
7;96.0;96.0;49.06;52.0;1;47
8;71.0;71.0;51.26;54.13;1;47
9;71.0;71.0;54.56;58.31;1;47
10;3.0;3.0;55.0;59.28;1;47
11;3.0;3.0;60.0;65.0;1;47
12;20.0;20.0;59.0;62.2;1;47
13;3.0;3.0;60.0;65.1;1;47
14;3.0;3.0;60.0;65.0;1;47
15;71.0;71.0;54.56;59.1;1;47
16;14.0;14.0;57.32;60.09;1;47
17;40.0;40.0;53.7;58.5;1;47
18;340.0;340.0;53.54;58.2;1;47
19;10.0;10.0;52.33;55.03;1;47
20;10.0;10.0;53.0;55.03;1;47
21;340.0;340.0;53.54;56.07;1;47
22;22.0;22.0;57.32;60.09;1;47
23;20.0;20.0;59.5;63.51;1;47
24;35.0;35.0;54.32;58.64;1;47
1;40.0;40.0;50.0;53.13;1;48
2;0.1;0.1;45.57;50.13;1;48
3;10.0;10.0;43.0;49.26;1;48
4;17.0;17.0;40.06;44.16;1;48
5;17.0;17.0;40.06;44.16;1;48
6;10.0;10.0;43.0;49.26;1;48
7;20.0;20.0;48.9;52.0;1;48
8;30.0;30.0;51.26;54.13;1;48
9;85.0;85.0;54.52;58.31;1;48
10;3.0;3.0;55.0;59.28;1;48
11;3.0;3.0;60.0;65.0;1;48
12;160.0;160.0;58.64;62.2;1;48
13;3.0;3.0;60.0;65.1;1;48
14;3.0;3.0;60.0;65.0;1;48
15;35.0;35.0;54.32;59.1;1;48
16;35.0;35.0;56.32;60.09;1;48
17;20.0;20.0;53.69;58.5;1;48
18;323.0;323.0;53.54;58.2;1;48
19;10.0;10.0;52.32;55.03;1;48
20;3.0;3.0;53.0;55.03;1;48
21;323.0;323.0;53.54;56.07;1;48
22;35.0;35.0;56.32;60.09;1;48
23;62.7;62.7;59.28;63.51;1;48
24;10.0;10.0;54.22;58.64;1;48
